id,descripcion,dominio,b,r2,p,n,significativo,fuente_real
B069,Finland→Sweden 1900-2018,B,0.0767,0.2321,0.0,119,True,True
B070,Iceland→Sweden 1950-2018,B,0.0834,0.457,0.0,69,True,True
B071,Norway→Denmark 1900-2018,B,0.2468,0.4972,0.0,119,True,True
B072,Norway→Finland 1900-2018,B,0.058,0.0686,0.004,119,True,True
B073,Iceland→Norway 1950-2018,B,-0.1949,0.3756,0.0,69,True,True
B074,Denmark→Finland 1900-2018,B,-0.1888,0.6525,0.0,119,True,True
B075,Iceland→Denmark 1950-2018,B,0.0556,0.2931,0.0,69,True,True
B076,Iceland→Finland 1950-2018,B,-0.0412,0.281,0.0,69,True,True
B077,Czechia→Poland 1970-2018,B,0.0201,0.026,0.2684,49,False,True
B078,Hungary→Poland 1900-2018,B,-0.0428,0.1208,0.0011,85,True,True
B079,Romania→Poland 1900-2018,B,0.4294,0.7494,0.0,85,True,True
B080,Bulgaria→Poland 1910-2018,B,0.0645,0.0884,0.0063,83,True,True
B081,Russia→Poland 1960-2018,B,-0.0597,0.0936,0.0184,59,True,True
B082,Ukraine→Poland 1973-2018,B,-0.3648,0.5836,0.0,40,True,True
B083,Slovakia→Poland 1985-2018,B,-0.1119,0.6999,0.0,34,True,True
B084,Croatia→Poland 1952-2018,B,0.0815,0.109,0.0064,67,True,True
B085,Serbia→Poland 1952-2018,B,-0.0155,0.0019,0.7241,67,False,True
B086,Slovenia→Poland 1952-2018,B,0.0938,0.1073,0.0068,67,True,True
B087,Czechia→Hungary 1970-2018,B,0.0455,0.3504,0.0,49,True,True
B088,Czechia→Romania 1970-2018,B,-0.1326,0.3913,0.0,49,True,True
B089,Czechia→Bulgaria 1970-2018,B,0.1785,0.6742,0.0,49,True,True
B090,Czechia→Russia 1970-2018,B,0.1287,0.3478,0.0,49,True,True
B091,Czechia→Ukraine 1973-2018,B,0.3258,0.6385,0.0,40,True,True
B092,Czechia→Slovakia 1985-2018,B,0.0225,0.1615,0.0185,34,True,True
B093,Czechia→Croatia 1970-2018,B,0.143,0.4885,0.0,49,True,True
B094,Czechia→Serbia 1970-2018,B,0.2658,0.4766,0.0,49,True,True
B095,Slovenia→Czechia 1970-2018,B,-0.1645,0.5355,0.0,49,True,True
B096,Hungary→Romania 1900-2018,B,-0.4798,0.6402,0.0,96,True,True
B097,Hungary→Bulgaria 1910-2018,B,-0.1383,0.3808,0.0,92,True,True
B098,Russia→Hungary 1960-2018,B,-0.0178,0.0127,0.3964,59,False,True
B099,Hungary→Ukraine 1973-2018,B,0.3036,0.6025,0.0,40,True,True
B100,Slovakia→Hungary 1985-2018,B,-0.0331,0.2277,0.0043,34,True,True
B101,Croatia→Hungary 1952-2018,B,0.1026,0.2502,0.0,67,True,True
B102,Hungary→Serbia 1952-2018,B,-0.0056,0.0003,0.8842,67,False,True
B103,Slovenia→Hungary 1952-2018,B,0.1149,0.2205,0.0001,67,True,True
B104,Bulgaria→Romania 1905-2018,B,-0.3366,0.4612,0.0,98,True,True
B105,Russia→Romania 1960-2018,B,-0.3336,0.8196,0.0,59,True,True
B106,Ukraine→Romania 1973-2018,B,-0.4408,0.7065,0.0,40,True,True
B107,Slovakia→Romania 1985-2018,B,-0.1618,0.5031,0.0,34,True,True
B108,Croatia→Romania 1952-2018,B,-0.2735,0.5355,0.0,67,True,True
B109,Serbia→Romania 1952-2018,B,-0.3705,0.5172,0.0,67,True,True
B110,Slovenia→Romania 1952-2018,B,-0.2611,0.4315,0.0,67,True,True
B111,Russia→Bulgaria 1960-2018,B,0.0552,0.2385,0.0001,59,True,True
B112,Ukraine→Bulgaria 1973-2018,B,-0.1682,0.4523,0.0,40,True,True
B113,Slovakia→Bulgaria 1985-2018,B,0.0858,0.5318,0.0,34,True,True
B114,Croatia→Bulgaria 1952-2018,B,0.1153,0.5594,0.0,67,True,True
B115,Serbia→Bulgaria 1952-2018,B,0.0183,0.0108,0.4033,67,False,True
B116,Slovenia→Bulgaria 1952-2018,B,0.1276,0.45,0.0,67,True,True
B117,Russia→Ukraine 1973-2018,B,0.2199,0.6305,0.0,40,True,True
B118,Slovakia→Russia 1985-2018,B,0.0288,0.0249,0.3726,34,False,True
B119,Russia→Croatia 1960-2018,B,-0.0257,0.0269,0.2147,59,False,True
B120,Russia→Serbia 1960-2018,B,0.0924,0.2019,0.0004,59,True,True
B121,Slovenia→Russia 1960-2018,B,0.0239,0.0121,0.4059,59,False,True
B122,Slovakia→Ukraine 1985-2018,B,0.2701,0.5899,0.0,34,True,True
B123,Croatia→Ukraine 1973-2018,B,0.1611,0.3526,0.0001,40,True,True
B124,Ukraine→Serbia 1973-2018,B,-0.0359,0.0411,0.2099,40,False,True
B125,Slovenia→Ukraine 1973-2018,B,0.1311,0.2166,0.0025,40,True,True
B126,Slovakia→Croatia 1985-2018,B,0.1029,0.6189,0.0,34,True,True
B127,Slovakia→Serbia 1985-2018,B,0.2054,0.5327,0.0,34,True,True
B128,Slovenia→Slovakia 1985-2018,B,-0.1454,0.6569,0.0,34,True,True
B129,Croatia→Serbia 1952-2018,B,0.097,0.2479,0.0,67,True,True
B130,Slovenia→Croatia 1952-2018,B,0.0124,0.0215,0.236,67,False,True
B131,Slovenia→Serbia 1952-2018,B,0.1094,0.2147,0.0001,67,True,True
B132,Greece→Italy 1900-2018,B,0.0004,0.0,0.9783,119,False,True
B133,Turkey→Italy 1913-2018,B,0.073,0.102,0.0013,98,True,True
B134,Cyprus→Italy 1950-2018,B,0.1828,0.4004,0.0,69,True,True
B135,Malta→Italy 1950-2018,B,0.391,0.6105,0.0,69,True,True
B136,Greece→Spain 1900-2018,B,0.0166,0.006,0.4027,119,False,True
B137,Spain→Turkey 1913-2018,B,-0.0684,0.0999,0.0015,98,True,True
B138,Cyprus→Spain 1950-2018,B,0.046,0.0906,0.012,69,True,True
B139,Malta→Spain 1950-2018,B,0.2542,0.5556,0.0,69,True,True
B140,Greece→Portugal 1900-2018,B,-0.069,0.0992,0.0005,119,True,True
B141,Turkey→Portugal 1913-2018,B,-0.0126,0.0051,0.4864,98,False,True
B142,Cyprus→Portugal 1950-2018,B,0.0693,0.1566,0.0008,69,True,True
B143,Malta→Portugal 1950-2018,B,0.2775,0.5796,0.0,69,True,True
B144,Greece→Turkey 1913-2018,B,-0.0854,0.1037,0.0012,98,True,True
B145,Cyprus→Greece 1950-2018,B,0.09,0.1331,0.0021,69,True,True
B146,Malta→Greece 1950-2018,B,0.2982,0.4791,0.0,69,True,True
B147,Cyprus→Turkey 1950-2018,B,0.109,0.3279,0.0,69,True,True
B148,Malta→Turkey 1950-2018,B,0.3172,0.7074,0.0,69,True,True
B149,Cyprus→Malta 1950-2018,B,-0.2082,0.5771,0.0,69,True,True
B150,Canada→United States 1900-2018,B,0.1064,0.6824,0.0,119,True,True
B151,United States→Mexico 1900-2018,B,-0.0933,0.3686,0.0,119,True,True
B152,Canada→Mexico 1900-2018,B,0.0132,0.0123,0.2305,119,False,True
B153,Guatemala→Mexico 1920-2018,B,-0.2729,0.4862,0.0,99,True,True
B154,Mexico→Honduras 1920-2018,B,0.3827,0.7596,0.0,99,True,True
B155,Costa Rica→Mexico 1920-2018,B,-0.1045,0.4903,0.0,99,True,True
B156,Panama→Mexico 1906-2018,B,-0.1223,0.2534,0.0,113,True,True
B157,Cuba→Mexico 1902-2018,B,-0.3085,0.5813,0.0,117,True,True
B158,El Salvador→Mexico 1920-2018,B,-0.1363,0.3242,0.0,99,True,True
B159,Nicaragua→Mexico 1920-2018,B,-0.4135,0.5083,0.0,99,True,True
B160,Dominican Republic→Mexico 1950-2018,B,0.1205,0.1682,0.0005,69,True,True
B161,Guatemala→Honduras 1920-2018,B,0.1098,0.2701,0.0,99,True,True
B162,Costa Rica→Guatemala 1920-2018,B,0.1684,0.3547,0.0,99,True,True
B163,Panama→Guatemala 1920-2018,B,0.2214,0.2874,0.0,99,True,True
B164,Guatemala→Cuba 1920-2018,B,0.0322,0.0183,0.1813,99,False,True
B165,Guatemala→El Salvador 1920-2018,B,-0.1366,0.2485,0.0,99,True,True
B166,Guatemala→Nicaragua 1920-2018,B,0.1406,0.1857,0.0,99,True,True
B167,Dominican Republic→Guatemala 1950-2018,B,0.3464,0.5035,0.0,69,True,True
B168,Costa Rica→Honduras 1920-2018,B,0.2782,0.7623,0.0,99,True,True
B169,Panama→Honduras 1920-2018,B,0.3313,0.6092,0.0,99,True,True
B170,Cuba→Honduras 1920-2018,B,0.0776,0.1608,0.0,99,True,True
B171,El Salvador→Honduras 1920-2018,B,0.2464,0.6932,0.0,99,True,True
B172,Nicaragua→Honduras 1920-2018,B,-0.0307,0.0098,0.3306,99,False,True
B173,Dominican Republic→Honduras 1950-2018,B,0.3454,0.6282,0.0,69,True,True
B174,Costa Rica→Panama 1920-2018,B,-0.053,0.0677,0.0093,99,True,True
B175,Costa Rica→Cuba 1920-2018,B,0.2006,0.504,0.0,99,True,True
B176,Costa Rica→El Salvador 1920-2018,B,0.0318,0.0491,0.0276,99,True,True
B177,Costa Rica→Nicaragua 1920-2018,B,0.309,0.4257,0.0,99,True,True
B178,Costa Rica→Dominican Republic 1950-2018,B,-0.1744,0.321,0.0,69,True,True
B179,Panama→Cuba 1906-2018,B,0.1925,0.2926,0.0,113,True,True
B180,Panama→El Salvador 1920-2018,B,0.0849,0.1011,0.0013,99,True,True
B181,Panama→Nicaragua 1920-2018,B,0.362,0.3557,0.0,99,True,True
B182,Panama→Dominican Republic 1950-2018,B,0.0006,0.0,0.9727,69,False,True
B183,El Salvador→Cuba 1920-2018,B,0.1688,0.4125,0.0,99,True,True
B184,Cuba→Nicaragua 1920-2018,B,0.1084,0.1128,0.0007,99,True,True
B185,Dominican Republic→Cuba 1950-2018,B,0.3336,0.5769,0.0,69,True,True
B186,El Salvador→Nicaragua 1920-2018,B,0.2771,0.4575,0.0,99,True,True
B187,Dominican Republic→El Salvador 1950-2018,B,0.2657,0.6166,0.0,69,True,True
B188,Dominican Republic→Nicaragua 1950-2018,B,0.5657,0.6101,0.0,69,True,True
B189,Argentina→Brazil 1900-2018,B,-0.4744,0.6793,0.0,119,True,True
B190,Chile→Brazil 1900-2018,B,-0.3934,0.6344,0.0,119,True,True
B191,Uruguay→Brazil 1900-2018,B,-0.4215,0.6533,0.0,119,True,True
B192,Paraguay→Brazil 1939-2018,B,-0.348,0.8727,0.0,80,True,True
B193,Brazil→Bolivia 1900-2018,B,0.4917,0.5996,0.0,119,True,True
B194,Brazil→Peru 1900-2018,B,0.2576,0.3305,0.0,119,True,True
B195,Colombia→Brazil 1900-2018,B,-0.1301,0.2095,0.0,119,True,True
B196,Venezuela→Brazil 1900-2018,B,-0.0188,0.0021,0.6196,119,False,True
B197,Ecuador→Brazil 1900-2018,B,-0.2022,0.5129,0.0,119,True,True
B198,Argentina→Chile 1900-2018,B,-0.081,0.1555,0.0,119,True,True
B199,Argentina→Uruguay 1900-2018,B,-0.0528,0.136,0.0,119,True,True
B200,Argentina→Paraguay 1939-2018,B,-0.0598,0.0635,0.0241,80,True,True
B201,Argentina→Bolivia 1900-2018,B,0.0173,0.0179,0.147,119,False,True
B202,Argentina→Peru 1900-2018,B,-0.2167,0.7091,0.0,119,True,True
B203,Argentina→Colombia 1900-2018,B,-0.3442,0.8247,0.0,119,True,True
B204,Argentina→Venezuela 1900-2018,B,-0.4555,0.6239,0.0,119,True,True
B205,Argentina→Ecuador 1900-2018,B,-0.2721,0.7459,0.0,119,True,True
B206,Uruguay→Chile 1900-2018,B,-0.0282,0.0324,0.05,119,False,True
B207,Chile→Paraguay 1939-2018,B,0.0475,0.0469,0.0537,80,False,True
B208,Chile→Bolivia 1900-2018,B,0.0983,0.1478,0.0,119,True,True
B209,Chile→Peru 1900-2018,B,-0.1357,0.2147,0.0,119,True,True
B210,Chile→Colombia 1900-2018,B,-0.2632,0.6751,0.0,119,True,True
B211,Venezuela→Chile 1900-2018,B,0.3746,0.4183,0.0,119,True,True
B212,Chile→Ecuador 1900-2018,B,-0.1912,0.4935,0.0,119,True,True
B213,Uruguay→Paraguay 1939-2018,B,-0.0145,0.0048,0.5394,80,False,True
B214,Uruguay→Bolivia 1900-2018,B,0.0702,0.1326,0.0,119,True,True
B215,Uruguay→Peru 1900-2018,B,-0.1639,0.4275,0.0,119,True,True
B216,Uruguay→Colombia 1900-2018,B,-0.2914,0.8091,0.0,119,True,True
B217,Uruguay→Venezuela 1900-2018,B,-0.4027,0.5483,0.0,119,True,True
B218,Uruguay→Ecuador 1900-2018,B,-0.2193,0.678,0.0,119,True,True
B219,Paraguay→Bolivia 1939-2018,B,0.1585,0.3765,0.0,80,True,True
B220,Paraguay→Peru 1939-2018,B,0.0248,0.0074,0.4488,80,False,True
B221,Paraguay→Colombia 1939-2018,B,-0.0899,0.4023,0.0,80,True,True
B222,Venezuela→Paraguay 1939-2018,B,0.0163,0.0015,0.7318,80,False,True
B223,Paraguay→Ecuador 1939-2018,B,-0.1335,0.4024,0.0,80,True,True
B224,Bolivia→Peru 1900-2018,B,-0.2341,0.7047,0.0,119,True,True
B225,Colombia→Bolivia 1900-2018,B,0.3616,0.7822,0.0,119,True,True
B226,Venezuela→Bolivia 1900-2018,B,0.4729,0.5968,0.0,119,True,True
B227,Ecuador→Bolivia 1900-2018,B,0.2895,0.623,0.0,119,True,True
B228,Colombia→Peru 1900-2018,B,0.1275,0.2968,0.0,119,True,True
B229,Venezuela→Peru 1900-2018,B,0.2388,0.3537,0.0,119,True,True
B230,Ecuador→Peru 1900-2018,B,0.0554,0.0684,0.0041,119,True,True
B231,Venezuela→Colombia 1900-2018,B,0.1113,0.0904,0.0009,119,True,True
B232,Ecuador→Colombia 1900-2018,B,-0.0721,0.2672,0.0,119,True,True
B233,Venezuela→Ecuador 1900-2018,B,0.1834,0.2382,0.0,119,True,True
B234,Japan→China 1900-2018,B,0.2344,0.1839,0.0001,82,True,True
B235,Japan→South Korea 1911-2018,B,-0.0593,0.0148,0.2134,106,False,True
B236,Japan→Taiwan 1901-2018,B,-0.0796,0.038,0.0423,109,True,True
B237,Japan→Mongolia 1950-2018,B,0.0575,0.0103,0.4077,69,False,True
B238,South Korea→China 1911-2018,B,0.3968,0.575,0.0,81,True,True
B239,Taiwan→China 1911-2018,B,0.3717,0.6461,0.0,81,True,True
B240,Mongolia→China 1950-2018,B,-0.0047,0.0005,0.8493,69,False,True
B241,Taiwan→South Korea 1911-2018,B,0.0238,0.0462,0.0327,99,True,True
B242,South Korea→Mongolia 1950-2018,B,0.4545,0.538,0.0,69,True,True
B243,Taiwan→Mongolia 1950-2018,B,0.3709,0.4853,0.0,69,True,True
B244,Singapore→Malaysia 1900-2018,B,0.104,0.0629,0.0085,109,True,True
B245,Singapore→Thailand 1913-2018,B,0.2535,0.6427,0.0,72,True,True
B246,Singapore→Indonesia 1900-2018,B,0.4364,0.5307,0.0,109,True,True
B247,Singapore→Philippines 1902-2018,B,0.5528,0.4042,0.0,107,True,True
B248,Singapore→Vietnam 1913-2018,B,0.6638,0.7835,0.0,70,True,True
B249,Singapore→Cambodia 1950-2018,B,0.7069,0.7424,0.0,69,True,True
B250,Singapore→Myanmar 1901-2018,B,0.7403,0.7779,0.0,79,True,True
B251,Singapore→Laos 1950-2018,B,0.4874,0.7434,0.0,69,True,True
B252,Thailand→Malaysia 1913-2018,B,0.0663,0.1861,0.0002,72,True,True
B253,Malaysia→Indonesia 1900-2018,B,0.3271,0.8178,0.0,112,True,True
B254,Malaysia→Philippines 1902-2018,B,0.412,0.5728,0.0,111,True,True
B255,Malaysia→Vietnam 1913-2018,B,0.3562,0.6986,0.0,70,True,True
B256,Malaysia→Cambodia 1950-2018,B,0.3972,0.6369,0.0,69,True,True
B257,Malaysia→Myanmar 1901-2018,B,0.4957,0.8011,0.0,79,True,True
B258,Malaysia→Laos 1950-2018,B,0.1778,0.4852,0.0,69,True,True
B259,Thailand→Indonesia 1913-2018,B,0.2186,0.724,0.0,72,True,True
B260,Thailand→Philippines 1913-2018,B,0.4763,0.6751,0.0,72,True,True
B261,Thailand→Vietnam 1913-2018,B,0.3931,0.6642,0.0,70,True,True
B262,Thailand→Cambodia 1950-2018,B,0.4639,0.7177,0.0,69,True,True
B263,Thailand→Myanmar 1913-2018,B,0.3577,0.5806,0.0,71,True,True
B264,Thailand→Laos 1950-2018,B,0.2445,0.517,0.0,69,True,True
B265,Philippines→Indonesia 1902-2018,B,-0.1027,0.0973,0.001,109,True,True
B266,Vietnam→Indonesia 1913-2018,B,-0.1999,0.4897,0.0,70,True,True
B267,Indonesia→Cambodia 1950-2018,B,0.2737,0.5635,0.0,69,True,True
B268,Indonesia→Myanmar 1901-2018,B,0.2514,0.5498,0.0,79,True,True
B269,Indonesia→Laos 1950-2018,B,0.0543,0.1085,0.0057,69,True,True
B270,Philippines→Vietnam 1913-2018,B,-0.0664,0.0457,0.0755,70,False,True
B271,Philippines→Cambodia 1950-2018,B,-0.0063,0.0026,0.6796,69,False,True
B272,Philippines→Myanmar 1906-2018,B,0.0208,0.0044,0.5661,78,False,True
B273,Philippines→Laos 1950-2018,B,-0.2257,0.3529,0.0,69,True,True
B274,Vietnam→Cambodia 1950-2018,B,0.0788,0.0972,0.0091,69,True,True
B275,Vietnam→Myanmar 1913-2018,B,-0.0616,0.1115,0.0047,70,True,True
B276,Vietnam→Laos 1950-2018,B,-0.1406,0.5721,0.0,69,True,True
B277,Myanmar→Cambodia 1950-2018,B,0.161,0.4221,0.0,69,True,True
B278,Laos→Cambodia 1950-2018,B,0.2194,0.4304,0.0,69,True,True
B279,Laos→Myanmar 1950-2018,B,0.0584,0.1288,0.0025,69,True,True
B280,Pakistan→India 1950-2018,B,0.0446,0.0913,0.0116,69,True,True
B281,India→Bangladesh 1950-2018,B,0.1545,0.7034,0.0,69,True,True
B282,Sri Lanka→India 1900-2018,B,0.0173,0.0453,0.0201,119,True,True
B283,India→Nepal 1913-2018,B,0.1811,0.5668,0.0,70,True,True
B284,India→Afghanistan 1950-2018,B,0.5213,0.6094,0.0,69,True,True
B285,Pakistan→Bangladesh 1950-2018,B,0.1991,0.4421,0.0,69,True,True
B286,Sri Lanka→Pakistan 1950-2018,B,-0.0387,0.0857,0.0146,69,True,True
B287,Pakistan→Nepal 1950-2018,B,0.228,0.7394,0.0,69,True,True
B288,Pakistan→Afghanistan 1950-2018,B,0.5659,0.6196,0.0,69,True,True
B289,Sri Lanka→Bangladesh 1950-2018,B,0.1604,0.5109,0.0,69,True,True
B290,Bangladesh→Nepal 1950-2018,B,0.0288,0.02,0.2463,69,False,True
B291,Bangladesh→Afghanistan 1950-2018,B,0.3668,0.4562,0.0,69,True,True
B292,Sri Lanka→Nepal 1913-2018,B,0.1898,0.5099,0.0,70,True,True
B293,Sri Lanka→Afghanistan 1950-2018,B,0.5272,0.5609,0.0,69,True,True
B294,Nepal→Afghanistan 1950-2018,B,0.3379,0.4479,0.0,69,True,True
B295,Israel→Turkey 1950-2018,B,-0.0515,0.0573,0.0476,69,True,True
B296,Israel→Iran 1950-2018,B,0.0483,0.0323,0.1394,69,False,True
B297,Israel→Iraq 1950-2018,B,0.3498,0.2768,0.0,69,True,True
B298,Saudi Arabia→Israel 1950-2018,B,0.1447,0.2404,0.0,69,True,True
B299,Israel→Egypt 1950-2018,B,-0.059,0.0341,0.1288,69,False,True
B300,Israel→Jordan 1950-2018,B,0.165,0.4032,0.0,69,True,True
B301,Israel→Lebanon 1950-2018,B,0.4242,0.4717,0.0,69,True,True
B302,Israel→Syria 1950-2018,B,0.4812,0.5697,0.0,69,True,True
B303,Israel→Yemen 1950-2018,B,0.2189,0.4853,0.0,69,True,True
B304,Iran→Turkey 1913-2018,B,-0.0834,0.0853,0.0141,70,True,True
B305,Turkey→Iraq 1913-2018,B,0.3799,0.2835,0.0,70,True,True
B306,Saudi Arabia→Turkey 1913-2018,B,0.1534,0.2482,0.0,70,True,True
B307,Turkey→Egypt 1913-2018,B,0.0333,0.038,0.106,70,False,True
B308,Jordan→Turkey 1913-2018,B,-0.2112,0.4822,0.0,70,True,True
B309,Lebanon→Turkey 1913-2018,B,-0.4608,0.5661,0.0,70,True,True
B310,Syria→Turkey 1913-2018,B,-0.515,0.4305,0.0,70,True,True
B311,Turkey→Yemen 1950-2018,B,0.2704,0.3959,0.0,69,True,True
B312,Iran→Iraq 1913-2018,B,0.2965,0.2892,0.0,70,True,True
B313,Saudi Arabia→Iran 1913-2018,B,0.2368,0.7522,0.0,70,True,True
B314,Iran→Egypt 1913-2018,B,-0.0501,0.0174,0.2762,70,False,True
B315,Iran→Jordan 1913-2018,B,0.1278,0.1439,0.0012,70,True,True
B316,Iran→Lebanon 1913-2018,B,0.3775,0.4996,0.0,70,True,True
B317,Iran→Syria 1913-2018,B,0.4316,0.3404,0.0,70,True,True
B318,Iran→Yemen 1950-2018,B,0.1706,0.1542,0.0008,69,True,True
B319,Saudi Arabia→Iraq 1913-2018,B,0.5333,0.5934,0.0,70,True,True
B320,Iraq→Egypt 1913-2018,B,-0.3466,0.2123,0.0001,70,True,True
B321,Jordan→Iraq 1913-2018,B,0.1688,0.0998,0.0077,70,True,True
B322,Lebanon→Iraq 1913-2018,B,-0.0809,0.0204,0.238,70,False,True
B323,Syria→Iraq 1913-2018,B,-0.135,0.0296,0.1544,70,False,True
B324,Iraq→Yemen 1950-2018,B,-0.1309,0.0377,0.1098,69,False,True
B325,Saudi Arabia→Egypt 1913-2018,B,0.1867,0.2003,0.0001,70,True,True
B326,Saudi Arabia→Jordan 1913-2018,B,0.3646,0.6163,0.0,70,True,True
B327,Saudi Arabia→Lebanon 1913-2018,B,0.6142,0.7194,0.0,70,True,True
